Id,Country,Short Name,ISO Code,Year,RLE_Score,Property Rights,Judicial Effectiveness,Government Integrity,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom,Code,Productivity,Country Code,Indicator Name,Indicator Code,INV_Score
151,South Africa,SouthAfrica,ZA,2014,62.5,50.0,,41.6,68.7,69.1,,74.5,54.4,75.3,76.1,55.0,60.0,ZAF,18.931772,ZAF,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.301198735846977
151,South Africa,SouthAfrica,ZA,2014,62.5,50.0,,41.6,68.7,69.1,,74.5,54.4,75.3,76.1,55.0,60.0,ZAF,18.931772,SSF,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.845003740147504
151,South Africa,SouthAfrica,ZA,2014,62.5,50.0,,41.6,68.7,69.1,,74.5,54.4,75.3,76.1,55.0,60.0,ZAF,18.931772,TSS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.8450037401475
151,South Africa,SouthAfrica,ZA,2014,62.5,50.0,,41.6,68.7,69.1,,74.5,54.4,75.3,76.1,55.0,60.0,ZAF,18.931772,SSA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.844263881160764
152,Spain,Spain,ES,2014,67.2,70.0,,62.6,54.0,38.7,,77.3,52.2,79.9,87.8,80.0,70.0,ESP,52.219486,ESP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.771990920078093
157,Sweden,Sweden,SE,2014,73.1,90.0,,92.3,42.9,21.4,,91.1,52.9,82.5,87.8,90.0,80.0,SWE,61.54204,SWE,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.228467740117665
158,Switzerland,Switzerland,CH,2014,81.6,90.0,,88.1,68.9,65.7,,75.4,87.4,85.2,90.0,85.0,80.0,CHE,78.753746,CHE,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,26.41818989209574
163,Thailand,Thailand,TH,2014,63.3,45.0,,33.6,79.7,83.6,,71.4,61.6,68.6,75.0,45.0,70.0,THA,12.534133,THA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.661391000539368
174,United Kingdom,UnitedKingdom,GB,2014,74.9,90.0,,76.4,56.6,29.5,,92.0,73.1,73.5,87.8,90.0,80.0,GBR,52.07599,GBR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,16.60025327096934
175,United States,UnitedStates,US,2014,75.5,80.0,,72.0,65.8,48.1,,89.2,97.2,75.4,86.8,70.0,70.0,USA,70.00538,USA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.299953988552467
176,Uruguay,Uruguay,UY,2014,69.3,70.0,,70.6,77.4,68.0,,74.5,68.1,72.1,82.5,80.0,30.0,URY,27.157722,URY,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.43812281323236
180,Viet Nam,Vietnam,VN,2014,50.8,15.0,,26.9,77.0,71.4,,62.0,68.3,63.6,78.7,15.0,30.0,VNM,4.804195,VNM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,28.404700232852452
5,Argentina,Argentina,AR,2013,46.7,15.0,,30.0,64.3,52.1,,60.1,47.4,60.4,67.6,40.0,30.0,ARG,27.395718,ARG,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,16.28951118518985
7,Australia,Australia,AU,2013,82.6,90.0,,88.0,66.4,62.8,,95.5,83.5,83.8,86.2,80.0,90.0,AUS,60.47338,AUS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,27.85529170880795
8,Austria,Austria,AT,2013,71.8,90.0,,78.0,51.1,23.5,,73.6,80.4,79.3,86.8,85.0,70.0,AUT,58.534805,AUT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.040197560928924
12,Bangladesh,Bangladesh,BD,2013,52.6,20.0,,27.0,72.7,92.1,,68.0,51.9,65.4,54.0,55.0,20.0,BGD,3.6154296,BGD,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,28.389620754356937
15,Belgium,Belgium,BE,2013,69.2,80.0,,75.0,45.0,14.5,,91.6,69.8,79.3,86.8,80.0,70.0,BEL,67.90904,BEL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.17300447973936
22,Brazil,Brazil,BR,2013,57.7,50.0,,38.0,70.3,54.8,,53.0,57.2,74.4,69.7,50.0,60.0,BRA,20.708025,BRA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.911921879639188
23,Bulgaria,Bulgaria,BG,2013,65.0,30.0,,33.0,94.0,64.2,,73.6,74.8,78.6,86.8,55.0,60.0,BGR,23.3278,BGR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.185520942994696
27,Cambodia,Cambodia,KH,2013,58.5,30.0,,21.0,90.9,88.4,,39.4,54.2,81.3,70.2,60.0,50.0,KHM,2.4935715,KHM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.945960764040215
29,Canada,Canada,CA,2013,79.4,90.0,,87.0,79.8,44.8,,91.7,82.3,75.2,88.2,75.0,80.0,CAN,55.697662,CAN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.187212084222413
33,Chile,Chile,CL,2013,79.0,90.0,,72.0,77.6,83.7,,70.5,74.2,84.6,82.0,85.0,70.0,CHL,27.298716,CHL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,26.348682807619987
34,China,China,CN,2013,51.9,20.0,,36.0,70.2,83.3,,48.0,62.6,71.6,72.0,25.0,30.0,CHN,9.604797,CHN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,44.51876555018085
34,China,China,CN,2013,51.9,20.0,,36.0,70.2,83.3,,48.0,62.6,71.6,72.0,25.0,30.0,CHN,9.604797,HKG,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.10862809561779
34,China,China,CN,2013,51.9,20.0,,36.0,70.2,83.3,,48.0,62.6,71.6,72.0,25.0,30.0,CHN,9.604797,MAC,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,13.348504756654094
35,Colombia,Colombia,CO,2013,69.6,50.0,,34.0,76.1,75.2,,90.2,79.3,78.7,72.2,70.0,70.0,COL,15.742564,COL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.338397099537428
39,Costa Rica,CostaRica,CR,2013,67.0,50.0,,48.0,82.9,90.1,,58.3,60.4,75.4,85.1,70.0,50.0,CRI,15.922192,CRI,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.815610082785327
41,Croatia,Croatia,HR,2013,61.3,40.0,,40.0,75.4,48.7,,63.0,42.4,81.1,87.5,75.0,60.0,HRV,29.518702,HRV,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.377234880648434
43,Cyprus,Cyprus,CY,2013,69.0,70.0,,63.0,79.8,32.7,,80.7,62.8,84.1,81.8,75.0,60.0,CYP,42.46294,CYP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,14.079574748732645
45,Denmark,Denmark,DK,2013,76.1,90.0,,94.0,39.8,5.9,,98.4,91.1,80.0,86.8,85.0,90.0,DNK,68.29498,DNK,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.05239180039907
48,Dominican Republic,DominicanRepublic,DO,2013,59.7,30.0,,26.0,83.7,92.6,,53.7,55.6,72.9,77.8,65.0,40.0,DOM,15.17758,DOM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.313676411364657
49,Ecuador,Ecuador,EC,2013,46.9,20.0,,27.0,80.1,47.3,,51.5,48.0,66.9,68.1,20.0,40.0,ECU,15.656399,ECU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,27.553615008753475
54,Estonia,Estonia,EE,2013,75.3,85.0,,64.0,79.7,56.2,,78.2,56.0,77.1,86.8,90.0,80.0,EST,32.855225,EST,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,27.9003133873244
57,Finland,Finland,FI,2013,74.0,90.0,,94.0,66.9,12.2,,94.8,45.3,79.5,86.8,90.0,80.0,FIN,55.0958,FIN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.008016797098684
58,France,France,FR,2013,64.1,80.0,,70.0,53.0,5.6,,84.0,50.5,81.1,81.8,65.0,70.0,FRA,64.4049,FRA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.041867778455302
62,Germany,Germany,DE,2013,72.8,90.0,,80.0,61.8,37.3,,92.1,43.8,81.2,86.8,85.0,70.0,DEU,65.47312,DEU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.90147082362566
64,Greece,Greece,GR,2013,55.4,40.0,,34.0,66.2,24.7,,77.1,42.1,73.4,81.8,65.0,50.0,GRC,34.727486,GRC,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,11.196880462883993
72,Hungary,Hungary,HU,2013,67.3,65.0,,46.0,79.7,29.7,,79.1,64.4,77.1,86.8,75.0,70.0,HUN,34.357777,HUN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.79615897560031
73,Iceland,Iceland,IS,2013,72.1,90.0,,83.0,72.7,36.2,,91.5,58.9,75.8,87.8,65.0,60.0,ISL,56.47683,ISL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,15.60199137046068
74,India,India,IN,2013,55.2,50.0,,31.0,78.3,77.9,,37.3,73.6,65.3,63.6,35.0,40.0,IND,6.5481606,IND,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,31.29580503167757
75,Indonesia,Indonesia,ID,2013,56.9,30.0,,30.0,83.4,89.2,,50.2,50.8,75.5,75.0,35.0,50.0,IDN,11.260451,IDN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,31.96577956768887
78,Ireland,Ireland,IE,2013,75.7,90.0,,75.0,73.8,28.8,,83.4,76.6,82.8,86.8,90.0,70.0,IRL,76.15627,IRL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.597482765677203
79,Israel,Israel,IL,2013,66.9,70.0,,58.0,60.2,39.3,,66.1,63.7,78.6,83.0,80.0,70.0,ISR,39.498203,ISR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.43633806484262
80,Italy,Italy,IT,2013,60.6,50.0,,39.0,55.5,25.3,,76.9,52.0,80.2,86.8,80.0,60.0,ITA,53.77871,ITA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.204586968864945
82,Japan,Japan,JP,2013,71.8,80.0,,80.0,69.2,45.0,,81.3,80.3,90.6,81.8,60.0,50.0,JPN,43.479416,JPN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.55652696301125
87,"Korea, Republic of",NorthKorea,KP,2013,1.5,5.0,,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,KOR,33.014214,KOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,29.09264680866601
88,"Korea, Republic of",SouthKorea,KR,2013,70.3,70.0,,54.0,73.0,72.8,,93.6,48.7,77.9,72.6,70.0,70.0,KOR,33.014214,KOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,29.09264680866601
92,Latvia,Latvia,LV,2013,66.5,50.0,,42.0,84.4,53.6,,75.7,64.4,78.3,86.8,80.0,50.0,LVA,26.652649,LVA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.27654653982745
98,Lithuania,Lithuania,LT,2013,72.1,60.0,,48.0,92.8,53.6,,77.6,64.1,78.3,86.8,80.0,80.0,LTU,31.211437,LTU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.421693937143754
99,Luxembourg,Luxembourg,LU,2013,74.2,90.0,,85.0,65.0,47.1,,74.8,39.0,79.3,86.8,95.0,80.0,LUX,61.830307,LUX,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.45427294293663
104,Malaysia,Malaysia,MY,2013,66.1,55.0,,43.0,85.1,73.5,,79.9,72.3,79.8,77.0,45.0,50.0,MYS,24.076591,MYS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,26.47705607816111
107,Malta,Malta,MT,2013,67.5,75.0,,56.0,61.2,44.1,,61.1,65.4,80.4,86.8,85.0,60.0,MLT,33.386295,MLT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,16.52379693616807
110,Mexico,Mexico,MX,2013,67.0,50.0,,30.0,81.1,79.4,,81.4,59.7,77.7,80.6,70.0,60.0,MEX,21.144402,MEX,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.25246523507457
119,Netherlands,Netherlands,NL,2013,73.5,90.0,,89.0,52.1,24.7,,83.0,58.6,81.1,86.8,90.0,80.0,NLD,74.74744,NLD,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.356365155958773
120,New Zealand,NewZealand,NZ,2013,81.4,95.0,,95.0,71.5,33.2,,99.9,89.5,83.3,86.8,80.0,80.0,NZL,41.392303,NZL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.344713973358306
124,Norway,Norway,NO,2013,70.5,90.0,,90.0,51.0,40.3,,92.6,44.7,76.9,89.3,70.0,60.0,NOR,125.781,NOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.577863418623977
126,Pakistan,Pakistan,PK,2013,55.1,30.0,,25.0,80.5,89.0,,70.7,47.9,67.0,66.0,35.0,40.0,PAK,7.2498655,PAK,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,13.357329770194637
130,Peru,Peru,PE,2013,68.2,40.0,,34.0,79.9,89.1,,72.3,67.1,84.3,85.0,70.0,60.0,PER,10.763198,PER,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.30079697400084
131,Philippines,Philippines,PH,2013,58.2,30.0,,26.0,79.3,90.2,,53.1,51.0,76.6,75.5,50.0,50.0,PHL,8.149555,PHL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.78301440263626
132,Poland,Poland,PL,2013,66.0,60.0,,55.0,76.0,43.0,,64.0,62.9,77.7,86.8,65.0,70.0,POL,31.29155,POL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.97227576273245
133,Portugal,Portugal,PT,2013,63.1,70.0,,61.0,61.6,28.3,,82.8,31.0,79.4,86.8,70.0,60.0,PRT,34.65448,PRT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,14.75158383867834
135,Romania,Romania,RO,2013,65.1,40.0,,36.0,87.9,62.2,,70.4,63.5,74.7,86.8,80.0,50.0,ROU,25.733467,ROU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.42612280595925
136,Russian Federation,Russia,RU,2013,51.1,25.0,,24.0,86.9,54.4,,69.2,52.6,66.7,77.4,25.0,30.0,RUS,29.840853,RUS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.940188283458266
147,Singapore,Singapore,SG,2013,88.0,90.0,,92.0,91.1,91.3,,97.1,91.4,82.0,90.0,75.0,80.0,SGP,46.140568,SGP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,27.54821559366883
149,Slovenia,Slovenia,SI,2013,61.7,60.0,,59.0,65.7,22.3,,80.7,40.4,81.6,86.8,70.0,50.0,SVN,40.011208,SVN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.63359472247099
151,South Africa,SouthAfrica,ZA,2013,61.8,50.0,,41.0,70.5,69.2,,74.7,55.6,75.8,76.3,45.0,60.0,ZAF,18.848959,ZAF,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.578712207731517
151,South Africa,SouthAfrica,ZA,2013,61.8,50.0,,41.0,70.5,69.2,,74.7,55.6,75.8,76.3,45.0,60.0,ZAF,18.848959,SSF,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.654648193307214
151,South Africa,SouthAfrica,ZA,2013,61.8,50.0,,41.0,70.5,69.2,,74.7,55.6,75.8,76.3,45.0,60.0,ZAF,18.848959,TSS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.654648193307214
151,South Africa,SouthAfrica,ZA,2013,61.8,50.0,,41.0,70.5,69.2,,74.7,55.6,75.8,76.3,45.0,60.0,ZAF,18.848959,SSA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.6539467471772
152,Spain,Spain,ES,2013,68.0,70.0,,62.0,53.9,43.0,,80.3,54.3,79.9,86.8,80.0,70.0,ESP,52.641403,ESP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.36494503158198
157,Sweden,Sweden,SE,2013,72.9,90.0,,93.0,39.6,21.0,,93.2,53.6,82.1,86.8,90.0,80.0,SWE,61.808903,SWE,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.445483799155095
158,Switzerland,Switzerland,CH,2013,81.0,90.0,,88.0,68.1,63.8,,75.8,87.9,86.2,90.0,80.0,80.0,CHE,77.79825,CHE,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,26.227602887415074
163,Thailand,Thailand,TH,2013,64.1,45.0,,34.0,78.9,83.7,,73.2,72.9,68.3,75.2,40.0,70.0,THA,12.694019,THA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.383537700429216
174,United Kingdom,UnitedKingdom,GB,2013,74.8,90.0,,78.0,57.0,27.7,,94.1,71.6,72.4,86.8,90.0,80.0,GBR,53.171543,GBR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,15.946004479615059
175,United States,UnitedStates,US,2013,76.0,85.0,,71.0,69.3,47.8,,90.5,95.5,75.0,86.4,70.0,70.0,USA,69.43636,USA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.72242671463246
176,Uruguay,Uruguay,UY,2013,69.7,70.0,,70.0,84.2,68.3,,73.4,70.7,72.5,82.9,75.0,30.0,URY,26.35496,URY,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.842503230132458
180,Viet Nam,Vietnam,VN,2013,51.0,15.0,,29.0,75.6,72.4,,63.8,65.5,65.3,78.6,15.0,30.0,VNM,4.3015313,VNM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,28.30278210930836
5,Argentina,Argentina,AR,2012,48.0,20.0,,29.0,65.5,56.9,,61.0,48.9,60.7,67.6,40.0,30.0,ARG,27.660812,ARG,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,15.857525418634708
7,Australia,Australia,AU,2012,83.1,90.0,,87.0,63.4,67.1,,91.9,90.6,84.5,86.2,80.0,90.0,AUS,58.172035,AUS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,27.41651646206845
8,Austria,Austria,AT,2012,70.3,90.0,,79.0,50.5,15.4,,70.3,78.1,82.2,87.2,80.0,70.0,AUT,58.960068,AUT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.64929278565803
12,Bangladesh,Bangladesh,BD,2012,53.2,20.0,,24.0,72.8,93.9,,68.5,55.9,67.5,54.0,55.0,20.0,BGD,3.3843846,BGD,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,28.262335008915144
15,Belgium,Belgium,BE,2012,69.0,80.0,,71.0,44.8,12.1,,92.3,71.3,81.2,87.1,80.0,70.0,BEL,67.90891,BEL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.96188745663556
22,Brazil,Brazil,BR,2012,57.9,50.0,,37.0,69.1,54.8,,53.7,59.1,75.8,69.7,50.0,60.0,BRA,20.70806,BRA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.716712781114737
23,Bulgaria,Bulgaria,BG,2012,64.7,30.0,,36.0,93.6,50.3,,72.7,84.2,77.8,87.1,55.0,60.0,BGR,24.541597,BGR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.12165387988673
27,Cambodia,Cambodia,KH,2012,57.6,30.0,,21.0,91.1,90.0,,40.7,47.2,80.7,65.2,60.0,50.0,KHM,2.262898,KHM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.3612711655587
29,Canada,Canada,CA,2012,79.9,90.0,,89.0,79.2,41.7,,96.6,81.8,77.3,87.9,75.0,80.0,CAN,54.253727,CAN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.494186476065906
33,Chile,Chile,CL,2012,78.3,90.0,,72.0,77.4,82.1,,68.6,75.1,85.6,82.0,80.0,70.0,CHL,26.869024,CHL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,26.75266240591605
34,China,China,CN,2012,51.2,20.0,,35.0,70.4,84.1,,46.4,55.4,74.2,71.6,25.0,30.0,CHN,9.246322,CHN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,44.24983198883904
34,China,China,CN,2012,51.2,20.0,,35.0,70.4,84.1,,46.4,55.4,74.2,71.6,25.0,30.0,CHN,9.246322,HKG,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.3999025065057
34,China,China,CN,2012,51.2,20.0,,35.0,70.4,84.1,,46.4,55.4,74.2,71.6,25.0,30.0,CHN,9.246322,MAC,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,13.517735017966848
35,Colombia,Colombia,CO,2012,68.0,50.0,,35.0,76.0,74.1,,89.4,79.7,78.7,72.2,65.0,60.0,COL,15.648261,COL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.125209487672233
39,Costa Rica,CostaRica,CR,2012,68.0,55.0,,53.0,82.8,90.8,,57.6,62.7,73.4,85.1,70.0,50.0,CRI,16.007177,CRI,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.028855902688143
41,Croatia,Croatia,HR,2012,60.9,40.0,,41.0,76.4,45.0,,63.4,44.4,81.4,87.5,70.0,60.0,HRV,29.960676,HRV,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.313043976502996
43,Cyprus,Cyprus,CY,2012,71.8,70.0,,63.0,83.3,37.1,,81.6,69.9,85.7,82.1,75.0,70.0,CYP,43.860336,CYP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,15.461802934563137
45,Denmark,Denmark,DK,2012,76.2,90.0,,93.0,39.8,0.0,,99.1,92.1,80.7,87.1,90.0,90.0,DNK,69.71549,DNK,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.777700936708225
48,Dominican Republic,DominicanRepublic,DO,2012,60.2,30.0,,30.0,85.8,91.4,,55.5,58.7,75.1,80.1,55.0,40.0,DOM,15.260428,DOM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.080045126364976
49,Ecuador,Ecuador,EC,2012,48.3,20.0,,25.0,78.3,64.3,,54.1,41.0,66.8,68.1,25.0,40.0,ECU,14.7645445,ECU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,26.963845271691145
54,Estonia,Estonia,EE,2012,73.2,80.0,,65.0,79.1,38.8,,75.7,56.9,79.3,87.1,90.0,80.0,EST,32.658714,EST,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,28.710081476023298
57,Finland,Finland,FI,2012,72.3,90.0,,92.0,65.4,5.2,,94.9,42.4,81.3,87.1,85.0,80.0,FIN,56.84866,FIN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.077841392380506
58,France,France,FR,2012,63.2,80.0,,68.0,53.8,5.3,,83.7,51.6,82.3,82.1,55.0,70.0,FRA,64.426056,FRA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.458114787217948
62,Germany,Germany,DE,2012,71.0,90.0,,79.0,61.3,32.2,,90.5,41.4,83.5,87.1,85.0,60.0,DEU,65.28418,DEU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.321093064171258
64,Greece,Greece,GR,2012,55.4,50.0,,35.0,65.3,16.2,,76.3,36.6,72.6,82.1,60.0,60.0,GRC,33.95745,GRC,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,11.529630359672424
72,Hungary,Hungary,HU,2012,67.1,70.0,,47.0,78.6,24.4,,79.8,67.6,76.1,87.1,70.0,70.0,HUN,34.620945,HUN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.14969708032633
73,Iceland,Iceland,IS,2012,70.9,90.0,,85.0,73.5,21.8,,92.0,60.9,72.5,88.2,65.0,60.0,ISL,57.967678,ISL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,15.982918281194895
74,India,India,IN,2012,54.6,50.0,,33.0,76.1,74.8,,35.5,74.2,62.9,64.1,35.0,40.0,IND,6.6602244,IND,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,33.43693431888405
75,Indonesia,Indonesia,ID,2012,56.4,30.0,,28.0,83.5,91.6,,54.6,52.1,75.2,73.9,35.0,40.0,IDN,11.094654,IDN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,32.71962806502707
78,Ireland,Ireland,IE,2012,76.9,90.0,,80.0,73.9,30.4,,92.8,78.4,76.7,87.1,90.0,70.0,IRL,78.489105,IRL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.578412528676726
79,Israel,Israel,IL,2012,67.8,70.0,,61.0,64.1,41.0,,64.4,65.1,79.0,83.6,80.0,70.0,ISR,38.331303,ISR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.161202187534887
80,Italy,Italy,IT,2012,58.8,50.0,,39.0,55.0,19.4,,77.4,43.0,82.0,87.1,75.0,60.0,ITA,53.286415,ITA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.309059446044767
82,Japan,Japan,JP,2012,71.6,80.0,,78.0,67.1,47.0,,81.8,81.4,88.9,81.8,60.0,50.0,JPN,42.834938,JPN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.77364929735709
87,"Korea, Republic of",NorthKorea,KP,2012,1.0,5.0,,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,KOR,34.104088,KOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,29.554227541008288
88,"Korea, Republic of",SouthKorea,KR,2012,69.9,70.0,,54.0,72.8,67.2,,93.6,49.7,78.9,72.6,70.0,70.0,KOR,34.104088,KOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,29.554227541008288
92,Latvia,Latvia,LV,2012,65.2,50.0,,43.0,84.3,43.8,,75.9,59.1,79.1,87.1,80.0,50.0,LVA,27.315512,LVA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,26.025732452642497
98,Lithuania,Lithuania,LT,2012,71.5,60.0,,50.0,93.6,41.7,,79.2,64.6,79.3,87.1,80.0,80.0,LTU,31.269558,LTU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.324168696812404
99,Luxembourg,Luxembourg,LU,2012,74.5,90.0,,85.0,63.6,46.6,,75.9,40.9,81.3,87.1,95.0,80.0,LUX,64.0331,LUX,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.177531611302854
104,Malaysia,Malaysia,MY,2012,66.4,50.0,,44.0,84.5,72.5,,78.1,79.3,81.6,78.8,45.0,50.0,MYS,24.051357,MYS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.36344841503544
107,Malta,Malta,MT,2012,67.0,70.0,,56.0,67.8,43.8,,70.0,60.0,80.5,87.1,75.0,60.0,MLT,34.928337,MLT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.6060832371512
